"Architecture","Dedicated","Direct_X","Integrated","L2_Cache","Manufacturer","Memory_Bandwidth","Memory_Bus","Memory_Speed","Memory_Type","Name","Notebook_GPU","Open_GL","Release_Date","Resolution_WxH","SLI_Crossfire","Shader"
"Fermi GF117 ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce GT 625M","Yes","4.5","
01-Oct-2012 ","2560x1600","No","5"
"Fermi GF108 ","Yes","DX 12.0","No",256,"Nvidia",28.8,128,900,"DDR3","GeForce GT 620M v2","Yes","4.5","
23-Aug-2012 ","2560x1600","No","5"
"Fermi GF108 ","Yes","DX 12.0","No",256,"Nvidia",28.8,128,900,"DDR3","GeForce GT 630M v3","Yes","4.5","
22-Mar-2012 ","2560x1600","No","5"
"Fermi GF117 ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce GT 620M","Yes","4.5","
22-Mar-2012 ","2560x1600","No","5"
"Fermi GF119 ","Yes","DX 12.0","No",128,"Nvidia",12.8,64,800,"DDR3","GeForce 610M v5","Yes","4.5","
07-Dec-2011 ","2560x1600","No","5"
"Fermi GF108 ","Yes","DX 12.0","No",256,"Nvidia",57.6,128,900,"GDDR5","GeForce GT 630M v2","Yes","4.5","
22-Mar-2012 ","2560x1600","No","5"
"Maxwell GM108 ","Yes","DX 12.0","No",1024,"Nvidia",14.4,64,900,"DDR3","GeForce 830M 2GB","Yes","4.5","
12-Mar-2014 ","4096x2160","No","5"
"Fermi GF119 ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce 610M v4","Yes","4.5","
01-Dec-2011 ","2560x1600","No","5"
"Fermi GF117 ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce 610M v3","Yes","4.5","
01-Dec-2011 ","2560x1600","No","5"
"Fermi GF108 ","Yes","DX 12.0","No",256,"Nvidia",14.4,64,900,"DDR3","GeForce 610M v2","Yes","4.5","
01-Dec-2011 ","2560x1600","No","5"
"Kepler GK104 (x2) ","Yes","DX 11.1","No",2,"Nvidia",320,256,1250,"GDDR5","GeForce GTX 780M SLI","Yes","4.3","
30-May-2013 ","4096x2160","Yes","5"
"Kepler GK104-N14E-GTX-A2 ","Yes","DX 12.0","No",512,"Nvidia",160,256,1250,"GDDR5","GeForce GTX 780M","Yes","4.5","
30-May-2013 ","4096x2160","Yes","5"
"Kepler GK106 (x2) ","Yes","DX 11.1","No",2,"Nvidia",192,192,1000,"GDDR5","GeForce GTX 770M SLI","Yes","4.3","
30-May-2013 ","4096x2160","Yes","5"
"Kepler GK106-N14E-GS-A1 ","Yes","DX 12.0","No",384,"Nvidia",96.2,192,1002,"GDDR5","GeForce GTX 770M","Yes","4.5","
30-May-2013 ","4096x2160","Yes","5"
"Fermi GF116 ","Yes","DX 12.0","No",384,"Nvidia",28.8,128,900,"DDR3","GeForce GT 635M","Yes","4.5","
06-Mar-2012 ","2560x1600","No","5"
"Kepler GK106-N14E-GE-B-A1 (x2) ","Yes","DX 12.0","No",1282,"Nvidia",128,128,1000,"GDDR5","GeForce GTX 765M SLI","Yes","4.5","
30-May-2013 ","4096x2160","Yes","5"
"Kepler GK104-N13E-GTX-A2 ","Yes","DX 12.0","No",512,"Nvidia",115.2,256,900,"GDDR5","GeForce GTX 775M Mac Edition","Yes","4.5","
08-Nov-2013 ","4096x2160","Yes","5"
"Kepler GK106-N14E-GL-A1 (x2) ","Yes","DX 12.0","No",2562,"Nvidia",128,128,1000,"GDDR5","GeForce GTX 760M SLI","Yes","4.5","
30-May-2013 ","4096x2160","Yes","5"
"Kepler GK106-N14E-GE-B-A1 ","Yes","DX 12.0","No",256,"Nvidia",64.1,128,1002,"GDDR5","GeForce GTX 765M","Yes","4.5","
30-May-2013 ","4096x2160","Yes","5"
"Kepler GK107-GT-755M (x2) ","Yes","DX 12.0","No",2562,"Nvidia",172.8,128,1350,"GDDR5","GeForce GT 755M SLI","Yes","4.5","
25-Jun-2013 ","4096x2160","Yes","5"
"Kepler GK106-N14E-GL-A1 ","Yes","DX 12.0","No",256,"Nvidia",64.1,128,1002,"GDDR5","GeForce GTX 760M","Yes","4.5","
30-May-2013 ","4096x2160","Yes","5"
"Kepler GK107-N14P-GT ","Yes","DX 12.0","No",256,"Nvidia",28.8,128,900,"DDR3","GeForce GT 750M v3","Yes","4.5","
09-Jan-2013 ","4096x2160","Yes","5"
"Kepler GK107-N14P-GT ","Yes","DX 12.0","No",256,"Nvidia",80.2,128,1253,"GDDR5","GeForce GT 750M Mac Edition","Yes","4.5","
08-Nov-2013 ","4096x2160","Yes","5"
"Kepler GK107 (x2) ","Yes","DX 12.0","No",2,"Nvidia",160,128,1250,"GDDR5","GeForce GT 750M SLI","Yes","4.5","
01-Apr-2013 ","4096x2160","Yes","5"
"Kepler GK107-N14P-GT ","Yes","DX 12.0","No",256,"Nvidia",28.8,128,900,"DDR3","GeForce GT 750M","Yes","4.5","
09-Jan-2013 ","4096x2160","Yes","5"
"Kepler GK107-N14P-GT ","Yes","DX 12.0","No",256,"Nvidia",64,128,1000,"GDDR5","GeForce GT 750M 2GB GDDR5","Yes","4.5","
09-Jan-2013 ","4096x2160","No","5"
"Kepler GK107-N14P-LP ","Yes","DX 12.0","No",256,"Nvidia",28.8,128,900,"DDR3","GeForce GT 745M v2","Yes","4.5","
01-Apr-2013 ","4096x2160","No","5"
"Kepler GK107-GT-740M ","Yes","DX 12.0","No",256,"Nvidia",28.8,128,900,"DDR3","GeForce GT 740M v2","Yes","4.5","
01-Apr-2013 ","4096x2160","No","5"
"Kepler GK107-N14P-LP ","Yes","DX 12.0","No",256,"Nvidia",28.8,128,900,"DDR3","GeForce GT 745M","Yes","4.5","
01-Apr-2013 ","4096x2160","No","5"
"Kepler GK107-GT-755M ","Yes","DX 12.0","No",256,"Nvidia",86.4,128,1350,"GDDR5","GeForce GT 755M","Yes","4.5","
25-Jun-2013 ","4096x2160","No","5"
"Kepler GK208-GT-740M ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce GT 740M 64-bit Edition","Yes","4.5","
20-Jun-2013 ","4096x2160","Yes","5"
"Kepler GK107-GT-740M ","Yes","DX 12.0","No",256,"Nvidia",28.8,128,900,"DDR3","GeForce GT 740M","Yes","4.5","
01-Apr-2013 ","4096x2160","No","5"
"Kepler GK208 ","Yes","DX 12.0","No",128,"Nvidia",28.8,128,900,"DDR3","GeForce GT 730M v2","Yes","4.5","
06-Mar-2014 ","4096x2160","No","5"
"Kepler GK107 ","Yes","DX 12.0","No",256,"Nvidia",28.8,128,900,"DDR3","GeForce GT 730M","Yes","4.5","
20-Jan-2013 ","4096x2160","No","5"
"Fermi GF117-N14M-GE ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce GT 720M 2GB","Yes","4.5","
01-Apr-2013 ","2560x1600","No","5"
"Kepler GK208 ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce GT 735M","Yes","4.5","
01-Apr-2013 ","4096x2160","No","5"
"Fermi GF117-N14M-GL ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce 710M","Yes","4.5","
09-Jan-2013 ","2560x1600","No","5"
"Fermi GF117-N14M-GE ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce GT 720M","Yes","4.5","
01-Apr-2013 ","2560x1600","No","5"
"Kepler GK107 ","Yes","DX 12.0","No",256,"Nvidia",64,128,1000,"GDDR5","GeForce GT 650M v2","Yes","4.5","
22-Mar-2012 ","4096x2160","Yes","5"
"Maxwell GM204 (x2) ","Yes","DX 12.1","No",30722,"Nvidia",320.8,256,1253,"GDDR5","GeForce GTX 980M 8GB SLI","Yes","4.5","
07-Oct-2014 ","4096x2160","Yes","5"
"Maxwell GM204 ","Yes","DX 12.1","No",2048,"Nvidia",160.4,256,1253,"GDDR5","GeForce GTX 980MX 8GB","Yes","4.5","
01-Jun-2016 ","4096x2160","Yes","5"
"Maxwell GM204-N16E-GX-A2 ","Yes","DX 12.1","No",2048,"Nvidia",160.4,256,1253,"GDDR5","GeForce GTX 980M 8GB","Yes","4.5","
07-Oct-2014 ","4096x2160","Yes","5"
"Maxwell GM204-N16E-GX-A2 ","Yes","DX 12.1","No",2048,"Nvidia",160.4,256,1253,"GDDR5","GeForce GTX 980M 4GB","Yes","4.5","
07-Oct-2014 ","4096x2160","Yes","5"
"Maxwell GM204 ","Yes","DX 12.1","No",2048,"Nvidia",120.3,192,1253,"GDDR5","GeForce GTX 970MX 3GB","Yes","4.5","
01-Jun-2016 ","4096x2160","Yes","5"
"Maxwell GM204-N16E-GT-A2 (x2) ","Yes","DX 12.1","No",20482,"Nvidia",240.6,192,1253,"GDDR5","GeForce GTX 970M 6GB SLI","Yes","4.5","
07-Oct-2014 ","4096x2160","Yes","5"
"Maxwell GM204 ","Yes","DX 12.1","No",2048,"Nvidia",120.3,192,1253,"GDDR5","GeForce GTX 970M 3GB","Yes","4.5","
07-Oct-2014 ","4096x2160","Yes","5"
"Maxwell GM204 ","Yes","DX 12.1","No",2048,"Nvidia",120.3,192,1253,"GDDR5","GeForce GTX 970M 6GB","Yes","4.5","
07-Oct-2014 ","4096x2160","Yes","5"
"Maxwell GM204-N16E-GS (x2) ","Yes","DX 12.1","No",20482,"Nvidia",160,128,1250,"GDDR5","GeForce GTX 965M 4GB SLI","Yes","4.5","
07-Jan-2015 ","4096x2160","Yes","5"
"Maxwell GM204 ","Yes","DX 12.1","No",2048,"Nvidia",224,256,1750,"GDDR5","GeForce GTX 980 4GB","Yes","4.5","
22-Sep-2015 ","4096x2160","Yes","5"
"Maxwell GM107-N16P-GX-A1 ","Yes","DX 12.0","No",2048,"Nvidia",80.2,128,1253,"GDDR5","GeForce GTX 960M 4GB","Yes","4.5","
12-Mar-2015 ","4096x2160","Yes","5"
"Maxwell GM204-N16E-GS ","Yes","DX 12.1","No",2048,"Nvidia",80,128,1250,"GDDR5","GeForce GTX 965M 4GB","Yes","4.5","
07-Jan-2015 ","4096x2160","Yes","5"
"Maxwell GM107-N16P-GX-A1 ","Yes","DX 12.0","No",2048,"Nvidia",80.2,128,1253,"GDDR5","GeForce GTX 960M 2GB","Yes","4.5","
12-Mar-2015 ","4096x2160","No","5"
"Fermi GF119 ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce 610M","Yes","4.5","
01-Dec-2011 ","2560x1600","No","5"
"Maxwell GM107-N16P-GT ","Yes","DX 12.0","No",2048,"Nvidia",32,128,1000,"DDR3","GeForce GTX 950M v2 2GB","Yes","4.5","
12-Mar-2015 ","4096x2160","No","5"
"Maxwell GM108-N16S-GTR ","Yes","DX 12.0","No",2048,"Nvidia",16,64,1001,"DDR3","GeForce 940MX 2GB","Yes","4.5","
01-Mar-2016 ","4096x2160","No","5"
"Maxwell GM107 ","Yes","DX 12.0","No",2048,"Nvidia",32,128,1000,"DDR3","GeForce 945M 2GB","Yes","4.5","
27-Oct-2015 ","4096x2160","No","5"
"Maxwell GM107-N16P-GT ","Yes","DX 12.0","No",2048,"Nvidia",28.8,128,900,"DDR3","GeForce GTX 950M v2 4GB","Yes","4.5","
12-Mar-2015 ","4096x2160","No","5"
"Maxwell GM204-N16E ","Yes","DX 12","No",2048,"Nvidia",80,128,1250,"GDDR5","GeForce GTX 965M 2GB","Yes","4.4","
07-Jan-2015 ","4096x2160","Yes","5"
"Fermi GF119-B1 ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce 705M 1GB","Yes","4.5","
01-Jun-2013 ","2560x1600","No","5"
"Maxwell GM108-N16S-GMR ","Yes","DX 12.0","No",2048,"Nvidia",40,64,1250,"GDDR5","GeForce 930MX 2GB","Yes","4.5","
01-Mar-2016 ","4096x2160","No","5"
"Maxwell GM107-N16P-GT ","Yes","DX 12.0","No",2048,"Nvidia",80,128,1250,"GDDR5","GeForce GTX 950M 2GB","Yes","4.5","
12-Mar-2015 ","4096x2160","Yes","5"
"Maxwell GM108-N16S-GT-S ","Yes","DX 12.0","No",2048,"Nvidia",16,64,1000,"DDR3","GeForce 940M 2GB","Yes","4.5","
13-Mar-2015 ","4096x2160","No","5"
"Maxwell GM108-N16V-GMR ","Yes","DX 12.0","No",2048,"Nvidia",36,64,1125,"GDDR5","GeForce 920MX 2GB","Yes","4.5","
01-Mar-2016 ","4096x2160","No","5"
"Maxwell GM108-N16S-GM ","Yes","DX 12.0","No",2048,"Nvidia",14.4,64,900,"DDR3","GeForce 930M 2GB","Yes","4.5","
13-Mar-2015 ","4096x2160","No","5"
"Maxwell GM108-N16S-GT-S ","Yes","DX 12.0","No",2048,"Nvidia",16,64,1000,"DDR3","GeForce 940M 4GB","Yes","4.5","
13-Mar-2015 ","4096x2160","No","5"
"Kepler GK208-N16V-GM ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce 920M 4GB","Yes","4.5","
13-Mar-2015 ","4096x2160","No","5"
"Kepler GK107? ","Yes","DX 12.0","No",0,"Nvidia",14.4,64,900,"DDR3","GeForce 910M 2GB","Yes","4.5","
27-Jul-2015 ","4096x2160","No","5"
"Kepler GK208-N16V-GM ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce 920M 2GB","Yes","4.5","
13-Mar-2015 ","4096x2160","No","5"
"G70M ","Yes","DX 9","No",0,"Nvidia",35.2,256,550,"GDDR3","GeForce Go 7800","Yes","2.1","
01-Mar-2006 ","2560x1600","No","3"
"G73-N-B1 ","Yes","DX 9","No",0,"Nvidia",16,128,500,"GDDR3","GeForce Go 7700","Yes","2.1","
02-Jan-2006 ","2560x1600","No","3"
"G72M ","Yes","DX 9","No",0,"Nvidia",11.2,64,700,"DDR3","GeForce Go 7300","Yes","2.1","
01-Feb-2006 ","2560x1600","No","3"
"G73M ","Yes","DX 9","No",0,"Nvidia",19.2,128,600,"GDDR3","GeForce Go 7600 GT","Yes","2.1","
02-Aug-2006 ","2560x1600","No","3"
"Kepler GK208-N16V-GM ","Yes","DX 12.0","No",128,"Nvidia",14.4,64,900,"DDR3","GeForce 920M 1GB","Yes","4.5","
13-Mar-2015 ","4096x2160","No","5"
"G72M ","Yes","DX 9","No",0,"Nvidia",7.2,64,450,"DDR3","GeForce Go 7400","Yes","2.1","
01-Feb-2006 ","2560x1600","No","3"
"G73M ","Yes","DX 9.0","No",0,"Nvidia",12.2,128,380,"DDR2","GeForce Go 7600 512MB DDR2","Yes","2.1","
01-Mar-2006 ","2560x1600","No","3"
"G73M ","Yes","DX 9","No",0,"Nvidia",16,128,500,"GDDR3","GeForce Go 7600","Yes","2.1","
01-Mar-2006 ","2560x1600","No","3"
"G84M ","Yes","DX 10","No",0,"Nvidia",25.6,128,800,"GDDR3","GeForce 8700M GT 256MB","Yes","2.1","
01-Jun-2007 ","2560x1600","Yes","4"
"G84M ","Yes","DX 10","No",0,"Nvidia",22.4,128,700,"GDDR3","GeForce 8600M GT 512MB","Yes","2.1","
01-Jun-2007 ","2560x1600","Yes","4"
"G84M ","Yes","DX 10","No",0,"Nvidia",22.4,128,700,"GDDR3","GeForce 8600M GT","Yes","2.1","
01-Jun-2007 ","2560x1600","Yes","4"
"G86M ","Yes","DX 10","No",0,"Nvidia",9.6,64,600,"GDDR3","GeForce 8400M GS","Yes","2.1","
01-May-2007 ","2560x1600","No","4"
"G84M ","Yes","DX 10","No",0,"Nvidia",22.4,128,700,"GDDR3","GeForce 8600M GS","Yes","2.1","
01-Jun-2007 ","2560x1600","No","4"
"G86M ","Yes","DX 10","No",0,"Nvidia",9.6,64,600,"GDDR3","GeForce 8400M G","Yes","2.1","
01-May-2007 ","2560x1600","No","4"
"G86M ","Yes","DX 10","No",0,"Nvidia",19.2,128,600,"GDDR3","GeForce 8400M GT","Yes","2.1","
01-May-2007 ","2560x1600","No","4"
"Broadwell GT3e ","No","DX 11.2","Yes",512,"Intel",12.8,128,800,"eDRAM","Iris i5 5675C","No","4.3","
02-Jun-2015 ","2560x1600","No","5"
"Skylake GT2 ","No","DX 12.1","Yes",1024,"Intel",34.1,128,1067,"DDR4","Intel HD Pentium G4520","No","4.4","
01-Sep-2015 ","4096x2160","No","5"
"Vega 10 XT ","Yes","DX 12","No",4,"AMD",256,512,500,"HBM-2","Radeon RX Vega 64 Nano 8GB","No","4.4","
30-Sep-2017 ","3840x2160","Yes","5"
"Vega 10 XTX ","Yes","DX 12","No",4,"AMD",256,512,500,"HBM-2","Radeon RX Vega 64 Liquid 8GB","No","4.4","
30-Jul-2017 ","7680x4320","Yes","5"
"R480 ","Yes","DX 9.0b","No",0,"AMD",75.5,256,1180,"GDDR3","Radeon X850 XT Platinum","No","2","
21-Dec-2004 ","2048x1536","No","2"
"GCN 1.1 Versuvius XT ","Yes","DX 12.0","No",5124,"AMD",1280,512,1250,"GDDR5","Radeon R9 295X2 Crossfire","No","4.4","
08-Apr-2014 ","4096x2160","Yes","5"
"GCN 1.1 Versuvius XT ","Yes","DX 12.0","No",10242,"AMD",640,512,1250,"GDDR5","Radeon R9 295X2 XFX Hydra 8GB Edition","No","4.4","
29-Apr-2014 ","4096x2160","Yes","5"
"GCN 1.1 Versuvius XT ","Yes","DX 12.0","No",10242,"AMD",640,512,1250,"GDDR5","Radeon R9 295X2","No","4.4","
29-Apr-2014 ","4096x2160","Yes","5"
"GCN 1.1 Hawaii XT ","Yes","DX 12.0","No",1024,"AMD",352,512,1375,"GDDR5","Radeon R9 290X XFX Double Dissipation 8GB Edition","No","4.4","
07-Nov-2014 ","4096x2160","Yes","5"
"GCN 1.2 Fiji XT ","Yes","DX 12.0","No",2048,"AMD",512,4096,500,"HBM-1","Radeon R9 Nano 4GB","No","4.5","
27-Aug-2015 ","4096x2160","Yes","5"
"GCN 1.1 Hawaii XT ","Yes","DX 12.0","No",1024,"AMD",320,512,1250,"GDDR5","Radeon R9 290X XFX Core 4GB Edition","No","4.4","
24-Oct-2013 ","4096x2160","Yes","5"
"GCN 1.2 Fiji XT (x2) ","Yes","DX 12","No",20482,"AMD",1024,4096,500,"HBM-1","Radeon R9 FURY X 4GB Crossfire","No","4.4","
24-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.2 Fiji PRO ","Yes","DX 12.0","No",2048,"AMD",512,4096,500,"HBM-1","Radeon R9 FURY Sapphire Tri-X 4GB Edition","No","4.5","
10-Jul-2015 ","4096x2160","Yes","5"
"GCN 1.2 Fiji XT ","Yes","DX 12.0","No",2048,"AMD",512,4096,500,"HBM-1","Radeon R9 FURY X 4GB","No","4.5","
24-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.2 Fiji PRO ","Yes","DX 12.0","No",2048,"AMD",512,4096,500,"HBM-1","Radeon R9 FURY 4GB","No","4.5","
10-Jul-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390X XFX Double Dissipation Black 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390X PowerColor PCS+ 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390X XFX Double Dissipation 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390X Sapphire Tri-X 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390X Sapphire Tri-X w/ Back Plate 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390X Sapphire Nitro w/ Back Plate 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390X HIS IceQ X² OC 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",390.4,512,1525,"GDDR5","Radeon R9 390X MSI Gaming 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",390.4,512,1525,"GDDR5","Radeon R9 390X PowerColor Devil 8GB Edition","No","4.4","
13-Aug-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390X Gigabyte G1 Gaming 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT (x2) ","Yes","DX 12.0","No",10242,"AMD",768,512,1500,"GDDR5","Radeon R9 390X Crossfire","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390X Asus DirectCU III Strix Gaming OC 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390X Club3D royalQueen OC 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada PRO ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390 XFX Double Dissipation 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390X","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada PRO ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390 PowerColor PCS+ 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada XT ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390X Asus DirectCU II 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada PRO ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390 Sapphire Nitro 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada PRO ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390 Sapphire Nitro w/ Back Plate 8GB Edition","No","4.4","
16-Sep-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada PRO ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390 Gigabyte G1 Gaming 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada PRO ","Yes","DX 12.0","No",1024,"AMD",390.4,512,1525,"GDDR5","Radeon R9 390 MSI Gaming 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada PRO (x2) ","Yes","DX 12.0","No",10242,"AMD",768,512,1500,"GDDR5","Radeon R9 390 Crossfire","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada PRO (x2) ","Yes","DX 12.0","No",10242,"AMD",691.2,512,1350,"GDDR5","Radeon R9 390 PowerColor Devil 13 Dual Core 16GB Edition","No","4.4","
03-Sep-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada PRO ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390 Asus DirectCU III OC Strix Gaming 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.2 Antigua XT ","Yes","DX 12.0","No",768,"AMD",185.6,256,1450,"GDDR5","Radeon R9 380X XFX Double Dissipation Black OC 4GB Edition","No","4.5","
19-Nov-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada PRO (x2) ","Yes","DX 12.0","No",10242,"AMD",768,512,1500,"GDDR5","Radeon R9 390 Gigabyte G1 Gaming 8GB Edition Crossfire","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.2 Antigua XT ","Yes","DX 12.0","No",768,"AMD",182.4,256,1425,"GDDR5","Radeon R9 380X XFX Double Dissipation XXX OC 4GB Edition","No","4.5","
19-Nov-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada PRO ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada PRO ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390 Club3D royalQueen OC 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.2 Antigua XT ","Yes","DX 12.0","No",768,"AMD",192,256,1500,"GDDR5","Radeon R9 380X Sapphire Nitro 4GB Edition","No","4.5","
19-Nov-2015 ","4096x2160","Yes","5"
"GCN 1.2 Antigua XT ","Yes","DX 12.0","No",768,"AMD",182.4,256,1425,"GDDR5","Radeon R9 380X HIS IceQ X² Turbo 4GB Edition","No","4.5","
19-Nov-2015 ","4096x2160","Yes","5"
"GCN 1.1 Grenada PRO ","Yes","DX 12.0","No",1024,"AMD",384,512,1500,"GDDR5","Radeon R9 390 Asus DirectCU II 8GB Edition","No","4.4","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.2 Antigua XT ","Yes","DX 12.0","No",768,"AMD",182.4,256,1425,"GDDR5","Radeon R9 380X HIS IceQ X² OC 4GB Edition","No","4.5","
19-Nov-2015 ","4096x2160","Yes","5"
"GCN 1.2 Antigua XT ","Yes","DX 12.0","No",768,"AMD",188.8,256,1475,"GDDR5","Radeon R9 380X PowerColor PCS+ Myst. 4GB Edition","No","4.5","
19-Nov-2015 ","4096x2160","Yes","5"
"GCN 1.2 Antigua XT ","Yes","DX 12.0","No",768,"AMD",182.4,256,1425,"GDDR5","Radeon R9 380X Gigabyte Gaming G1 4GB Edition","No","4.5","
19-Nov-2015 ","4096x2160","Yes","5"
"GCN 1.2 Antigua XT ","Yes","DX 12.0","No",768,"AMD",182.4,256,1425,"GDDR5","Radeon R9 380X Asus DirectCU II Strix Gaming 4GB Edition","No","4.5","
19-Nov-2015 ","4096x2160","Yes","5"
"GCN 1.2 Antigua XT ","Yes","DX 12.0","No",768,"AMD",182.4,256,1425,"GDDR5","Radeon R9 380X","No","4.5","
19-Nov-2015 ","4096x2160","Yes","5"
"GCN 1.2 Antigua PRO ","Yes","DX 12.0","No",768,"AMD",176,256,1375,"GDDR5","Radeon R9 380 Sapphire ITX Compact OC 2GB Edition","No","4.5","
18-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.2 Antigua XT ","Yes","DX 12.0","No",768,"AMD",182.4,256,1425,"GDDR5","Radeon R9 380X Asus DirectCU II OC Strix Gaming 4GB Edition","No","4.5","
19-Nov-2015 ","4096x2160","Yes","5"
"GCN 1.2 Antigua PRO ","Yes","DX 12.0","No",768,"AMD",182.4,256,1425,"GDDR5","Radeon R9 380 XFX Double Dissipation 4GB Edition","No","4.5","
18-Jun-2015 ","4096x2160","Yes","5"
